municipality,year,month,ndvi_mean,ndvi_std,evi_mean,evi_std,ndwi_mean,ndwi_std,s2_valid_px,vv_mean,vv_std,vh_mean,vh_std,s1_valid_px
Alaminos,2018,1,0.7435397859575571,0.1473849699817555,0.6249735612719471,0.1525372669612169,-0.6561719872392748,0.1250461606194088,29279,-5.730454876255691,2.1664517401831684,-12.150481518899925,2.154407462923377,150293
Alaminos,2018,2,0.7888835875615291,0.10720907395027887,0.6958160543897105,0.13963983697015336,-0.700332158098738,0.08848398909033424,36054,-6.0534399289936065,2.3185376182081354,-12.653917566197682,2.156278420677444,150286
Alaminos,2018,3,0.766086459178217,0.15864246682641434,0.6340250995389425,0.1600893339001502,-0.688005184374391,0.12480169599345016,88084,-6.261686279322462,2.223328498536579,-12.982311689570496,2.0739698002794262,150285
Alaminos,2018,4,0.6704707909305652,0.18733540286880432,0.5955975105914396,0.20300113155881802,-0.6083700995710201,0.14355717249838232,46475,-6.546564428335136,2.1929784226003908,-13.021744266134778,2.0401821656332593,150287
Alaminos,2018,5,0.7087469857857358,0.11684169263801643,0.6931929014707751,0.405281293573054,-0.6187483484350919,0.09118391351363422,25467,-6.082251281895327,2.320544358102414,-12.341552459289126,2.362766596536801,150292
Alaminos,2018,6,0.7978070058835129,0.143904786932091,0.7534176156338129,0.17919988089596028,-0.6817183070492908,0.11513828286372244,63481,-5.999386507350708,2.3370537499513278,-12.80787353976585,2.1880539491618443,150287
Alaminos,2018,7,,,,,,,,-5.454776463755554,2.184242530192977,-12.168127531716609,2.167203440774814,150289
Alaminos,2018,8,,,,,,,0,-6.251848869295582,2.0942209589618903,-12.973558897823706,1.9727508743033955,150285
Alaminos,2018,9,0.7649330543694148,0.12020454129517538,0.7882198985177273,0.1690012555944199,-0.6668625222934884,0.10003901987049466,46142,-6.129646727319168,2.214061006369143,-12.812485539564426,2.0933263024169957,150286
Alaminos,2018,10,0.66151269190856,0.17168543823459478,0.6207468949646677,0.17095842155087093,-0.5764401411017719,0.14447691837682505,33297,-6.233904560872154,2.213642734114792,-12.99771751795367,2.094742996765962,150285
Alaminos,2018,11,0.8212117812309108,0.16415359297754017,0.6239061532590331,0.16570132643903376,-0.7314014159609246,0.13052336069771356,62333,-6.32153691476946,2.200266471073437,-13.151614266170329,2.0947846528291167,150286
