municipality,year,month,rainfall_mm,temp_mean_c,days
Santa Maria,2020,8,441.5,26.57,31
Santa Maria,2020,9,246.8,27.0,30
Santa Maria,2020,10,543.3,26.19,31
Santa Maria,2020,11,444.1,25.85,30
Santa Maria,2020,12,275.4,25.61,31
Santa Maria,2021,1,137.5,24.4,31
Santa Maria,2021,2,253.6,24.5,28
Santa Maria,2021,3,74.2,25.88,31
Santa Maria,2021,4,51.6,26.55,30
Santa Maria,2021,5,56.3,27.89,31
Santa Maria,2021,6,225.1,27.29,30
Santa Maria,2021,7,460.1,26.48,31
Santa Maria,2021,8,222.5,26.67,31
Santa Maria,2021,9,460.8,26.5,30
Santa Maria,2021,10,203.7,26.24,31
Santa Maria,2021,11,63.7,26.27,30
Santa Maria,2021,12,176.2,24.67,31
Santa Maria,2022,1,41.0,24.5,31
Santa Maria,2022,2,52.9,24.86,28
Santa Maria,2022,3,42.6,26.57,31
Santa Maria,2022,4,93.2,26.4,30
Santa Maria,2022,5,232.2,27.27,31
Santa Maria,2022,6,242.9,27.24,30
Santa Maria,2022,7,336.5,26.82,31
Santa Maria,2022,8,353.7,26.21,31
Santa Maria,2022,9,370.2,26.05,30
Santa Maria,2022,10,379.0,26.33,31
Santa Maria,2022,11,136.8,26.04,30
Santa Maria,2022,12,165.3,24.85,31
Santa Maria,2023,1,181.7,24.11,31
Santa Maria,2023,2,71.4,24.71,28
Santa Maria,2023,3,16.0,25.28,31
Santa Maria,2023,4,88.0,26.93,30
Santa Maria,2023,5,162.9,27.61,31
Santa Maria,2023,6,223.7,27.15,30
Santa Maria,2023,7,327.4,26.87,31
Santa Maria,2023,8,208.6,26.7,31
Santa Maria,2023,9,291.7,26.62,30
Santa Maria,2023,10,143.1,26.45,31
Santa Maria,2023,11,87.7,26.02,30
Santa Maria,2023,12,106.0,25.58,31
Santa Maria,2024,1,26.5,24.53,31
Santa Maria,2024,2,25.3,25.11,29
Santa Maria,2024,3,40.6,25.62,31
Santa Maria,2024,4,13.1,27.98,30
Santa Maria,2024,5,242.5,28.6,31
Santa Maria,2024,6,337.5,27.4,30
Santa Maria,2024,7,380.7,26.62,31
Santa Maria,2024,8,240.9,26.94,31
Santa Maria,2024,9,451.5,26.5,30
Santa Maria,2024,10,273.7,26.48,31
Santa Maria,2024,11,118.3,26.23,30
Santa Maria,2024,12,307.9,24.97,31
Santa Maria,2025,1,147.7,24.32,31
Santa Maria,2025,2,131.9,24.47,28
Santa Maria,2025,3,66.3,25.7,31
Santa Maria,2025,4,14.3,28.14,30
Santa Maria,2025,5,72.0,28.37,31
Santa Maria,2025,6,344.3,26.49,30
Santa Maria,2025,7,490.1,25.96,31
Santa Maria,2025,8,417.1,26.06,31
Santa Maria,2025,9,319.2,25.49,30
Santa Maria,2025,10,231.9,25.95,31
Santa Maria,2025,11,281.1,25.64,30
Santa Maria,2025,12,77.3,24.9,31
Siniloan,2018,1,367.8,22.57,31
Siniloan,2018,2,32.2,22.92,28
Siniloan,2018,3,57.7,23.11,31
Siniloan,2018,4,90.2,24.45,30
Siniloan,2018,5,35.2,25.97,31
Siniloan,2018,6,277.3,25.0,30
Siniloan,2018,7,416.2,24.16,31
Siniloan,2018,8,304.4,24.4,31
Siniloan,2018,9,324.1,24.44,30
Siniloan,2018,10,102.4,24.42,31
Siniloan,2018,11,192.4,23.77,30
Siniloan,2018,12,689.6,23.05,31
Siniloan,2019,1,170.4,22.1,31
Siniloan,2019,2,76.2,22.12,28
Siniloan,2019,3,23.4,23.62,31
Siniloan,2019,4,46.6,25.38,30
Siniloan,2019,5,193.0,25.97,31
Siniloan,2019,6,228.6,25.89,30
Siniloan,2019,7,297.3,25.02,31
Siniloan,2019,8,410.4,24.56,31
Siniloan,2019,9,479.9,24.33,30
Siniloan,2019,10,144.7,24.23,31
Siniloan,2019,11,188.2,24.01,30
Siniloan,2019,12,307.2,23.25,31
Siniloan,2020,1,147.1,22.76,31
Siniloan,2020,2,136.4,22.0,29
Siniloan,2020,3,47.6,23.82,31
Siniloan,2020,4,73.4,24.75,30
Siniloan,2020,5,369.1,26.18,31
Siniloan,2020,6,219.4,25.58,30
Siniloan,2020,7,237.3,25.44,31
Siniloan,2020,8,403.3,25.03,31
Siniloan,2020,9,233.3,25.31,30
Siniloan,2020,10,627.2,24.42,31
Siniloan,2020,11,569.1,23.91,30
Siniloan,2020,12,441.5,23.66,31
Siniloan,2021,1,242.5,22.44,31
Siniloan,2021,2,402.3,22.55,28
Siniloan,2021,3,148.0,23.78,31
Siniloan,2021,4,75.6,24.39,30
Siniloan,2021,5,121.9,25.56,31
Siniloan,2021,6,238.6,25.66,30
Siniloan,2021,7,437.1,24.77,31
Siniloan,2021,8,265.0,24.94,31
Siniloan,2021,9,455.4,24.74,30
Siniloan,2021,10,260.9,24.42,31
Siniloan,2021,11,150.7,24.12,30
Siniloan,2021,12,286.7,22.62,31
Siniloan,2022,1,81.5,22.54,31
Siniloan,2022,2,150.4,22.68,28
Siniloan,2022,3,65.1,24.21,31
Siniloan,2022,4,139.3,24.07,30
Siniloan,2022,5,253.3,25.2,31
Siniloan,2022,6,253.5,25.35,30
Siniloan,2022,7,274.0,25.09,31
Siniloan,2022,8,315.9,24.63,31
Siniloan,2022,9,327.8,24.51,30
Siniloan,2022,10,404.1,24.46,31
Siniloan,2022,11,224.9,23.98,30
Siniloan,2022,12,264.5,22.79,31
Siniloan,2023,1,329.0,22.1,31
Siniloan,2023,2,114.0,22.69,28
Siniloan,2023,3,25.1,23.08,31
Siniloan,2023,4,113.8,24.78,30
Siniloan,2023,5,175.5,25.67,31
Siniloan,2023,6,215.0,25.47,30
Siniloan,2023,7,296.3,25.16,31
Siniloan,2023,8,176.0,25.24,31
Siniloan,2023,9,275.7,25.02,30
Siniloan,2023,10,151.1,24.55,31
Siniloan,2023,11,176.9,23.86,30
Siniloan,2023,12,209.3,23.45,31
Siniloan,2024,1,67.1,22.41,31
Siniloan,2024,2,84.3,22.86,29
Siniloan,2024,3,99.3,23.29,31
Siniloan,2024,4,28.6,25.52,30
Siniloan,2024,5,264.8,26.34,31
Siniloan,2024,6,304.8,25.64,30
Siniloan,2024,7,427.3,24.84,31
Siniloan,2024,8,186.7,25.43,31
Siniloan,2024,9,395.5,24.97,30
Siniloan,2024,10,319.3,24.63,31
Siniloan,2024,11,126.8,24.33,30
Siniloan,2024,12,463.6,22.98,31
Siniloan,2025,1,242.3,22.28,31
Siniloan,2025,2,252.2,22.45,28
Siniloan,2025,3,128.1,23.36,31
Siniloan,2025,4,29.1,25.48,30
Siniloan,2025,5,89.1,25.88,31
Siniloan,2025,6,239.4,24.9,30
Siniloan,2025,7,437.6,24.45,31
Siniloan,2025,8,377.2,24.51,31
Siniloan,2025,9,375.6,23.76,30
Siniloan,2025,10,276.3,24.05,31
Siniloan,2025,11,393.7,23.64,30
Siniloan,2025,12,143.9,22.87,31
Victoria,2018,1,150.2,25.61,31
Victoria,2018,2,20.9,25.95,28
Victoria,2018,3,61.7,26.47,31
Victoria,2018,4,107.0,27.94,30
Victoria,2018,5,12.9,29.48,31
Victoria,2018,6,225.2,27.79,30
Victoria,2018,7,561.0,26.5,31
Victoria,2018,8,168.0,27.2,31
Victoria,2018,9,395.0,26.76,30
Victoria,2018,10,76.9,27.25,31
Victoria,2018,11,99.3,26.93,30
Victoria,2018,12,427.8,26.02,31
Victoria,2019,1,34.0,25.3,31
Victoria,2019,2,14.9,25.4,28
Victoria,2019,3,8.5,26.98,31
Victoria,2019,4,21.6,28.95,30
Victoria,2019,5,189.7,28.33,31
Victoria,2019,6,199.6,28.64,30
Victoria,2019,7,277.6,27.23,31
Victoria,2019,8,395.5,27.18,31
Victoria,2019,9,395.9,26.84,30
Victoria,2019,10,73.0,27.15,31
Victoria,2019,11,167.3,26.65,30
Victoria,2019,12,255.5,26.21,31
Victoria,2020,1,55.0,25.79,31
Victoria,2020,2,64.0,25.23,29
Victoria,2020,3,16.0,27.2,31
Victoria,2020,4,17.4,28.41,30
Victoria,2020,5,268.9,29.07,31
Victoria,2020,6,201.1,28.33,30
Victoria,2020,7,339.2,27.82,31
Victoria,2020,8,429.3,27.32,31
Victoria,2020,9,218.7,27.7,30
Victoria,2020,10,583.2,26.74,31
Victoria,2020,11,406.7,26.57,30
Victoria,2020,12,317.8,26.34,31
Victoria,2021,1,151.8,25.3,31
Victoria,2021,2,139.8,25.38,28
Victoria,2021,3,108.1,26.69,31
Victoria,2021,4,27.1,27.49,30
Victoria,2021,5,70.1,28.8,31
Victoria,2021,6,284.1,27.94,30
Victoria,2021,7,355.2,27.44,31
Victoria,2021,8,235.6,27.52,31
Victoria,2021,9,358.2,27.13,30
Victoria,2021,10,190.0,27.06,31
Victoria,2021,11,70.8,27.24,30
Victoria,2021,12,108.2,25.79,31
Victoria,2022,1,46.6,25.61,31
Victoria,2022,2,38.2,26.07,28
Victoria,2022,3,31.4,27.66,31
Victoria,2022,4,76.1,27.54,30
Victoria,2022,5,294.8,28.22,31
Victoria,2022,6,344.3,27.85,30
Victoria,2022,7,423.8,27.39,31
Victoria,2022,8,406.8,26.9,31
Victoria,2022,9,343.3,27.01,30
Victoria,2022,10,419.1,27.16,31
Victoria,2022,11,93.6,27.04,30
Victoria,2022,12,149.8,25.78,31
Victoria,2023,1,132.2,25.12,31
Victoria,2023,2,51.8,25.68,28
Victoria,2023,3,11.6,26.37,31
Victoria,2023,4,120.4,27.71,30
Victoria,2023,5,128.1,28.41,31
Victoria,2023,6,262.6,28.04,30
Victoria,2023,7,312.7,28.11,31
Victoria,2023,8,156.0,28.39,31
Victoria,2023,9,299.0,27.69,30
Victoria,2023,10,134.4,27.79,31
Victoria,2023,11,117.5,27.32,30
Victoria,2023,12,80.8,26.89,31
Victoria,2024,1,15.0,26.02,31
Victoria,2024,2,10.4,26.62,29
Victoria,2024,3,30.4,27.19,31
Victoria,2024,4,12.5,29.57,30
Victoria,2024,5,294.5,29.83,31
Victoria,2024,6,283.5,28.46,30
Victoria,2024,7,477.8,27.56,31
Victoria,2024,8,315.3,28.05,31
Victoria,2024,9,365.8,27.75,30
Victoria,2024,10,339.8,27.59,31
Victoria,2024,11,87.5,27.79,30
Victoria,2024,12,286.9,26.37,31
Victoria,2025,1,108.3,25.86,31
Victoria,2025,2,98.8,26.05,28
Victoria,2025,3,62.2,27.36,31
Victoria,2025,4,7.8,30.11,30
Victoria,2025,5,89.1,29.75,31
Victoria,2025,6,424.2,27.88,30
Victoria,2025,7,297.0,27.78,31
Victoria,2025,8,305.3,27.44,31
Victoria,2025,9,322.4,26.88,30
Victoria,2025,10,229.0,27.27,31
Victoria,2025,11,237.3,27.1,30
Victoria,2025,12,65.6,26.51,31
